timestamp,open,high,low,close,volume
2020-01-02,60.49250030517578,60.91999816894531,59.48749923706055,59.654998779296875,7884800.0
2020-01-03,59.657501220703125,60.34000015258789,59.53499984741211,60.08000183105469,7097200.0
2020-01-06,60.17499923706055,60.650001525878906,60.10499954223633,60.380001068115234,5518800.0
2020-01-07,60.17250061035156,60.5525016784668,60.04249954223633,60.32749938964844,6653200.0
2020-01-08,60.41749954223633,60.73749923706055,60.25,60.29999923706055,5936000.0
2020-01-09,60.162498474121094,60.95500183105469,60.13249969482422,60.772499084472656,6958000.0
2020-01-10,60.95500183105469,61.17499923706055,60.79750061035156,60.88750076293945,5125600.0
2020-01-13,60.76250076293945,61.70750045776367,60.76250076293945,61.599998474121094,5879600.0
2020-01-14,61.557498931884766,61.95000076293945,61.45000076293945,61.932498931884766,8252800.0
2020-01-15,62.14500045776367,63.04750061035156,62.13750076293945,62.89500045776367,6397200.0
2020-01-16,62.720001220703125,63.07749938964844,62.584999084472656,63.067501068115234,7914400.0
2020-01-17,63.092498779296875,63.4375,62.852500915527344,63.349998474121094,9354000.0
2020-01-21,63.50749969482422,64.32499694824219,63.20249938964844,64.22250366210938,11486400.0
2020-01-22,64.73750305175781,65.19499969482422,64.41500091552734,64.9749984741211,7065600.0
2020-01-23,64.83999633789062,65.6875,64.83999633789062,65.0199966430664,10212400.0
2020-01-24,64.25749969482422,66.0199966430664,64.0425033569336,65.93000030517578,10310400.0
2020-01-27,65.65499877929688,66.94000244140625,65.57250213623047,66.68499755859375,8678800.0
2020-01-28,66.68499755859375,67.25,65.92749786376953,66.45249938964844,8262800.0
2020-01-29,66.6875,66.70249938964844,66.02999877929688,66.44000244140625,6008400.0
2020-01-30,66.46749877929688,67.5625,66.25499725341797,67.48249816894531,6328800.0
2020-01-31,67.36499786376953,67.66500091552734,66.68250274658203,67.05000305175781,7536800.0
2020-02-03,67.17250061035156,67.37000274658203,66.55249786376953,66.70249938964844,11041200.0
2020-02-04,66.56749725341797,66.82749938964844,65.9800033569336,66.13500213623047,10482800.0
2020-02-05,66.07250213623047,66.91500091552734,65.55249786376953,66.67749786376953,8666800.0
2020-02-06,66.6875,67.5824966430664,66.58999633789062,67.0824966430664,7874400.0
2020-02-07,67.37750244140625,67.9124984741211,67.29750061035156,67.38500213623047,6410000.0
2020-02-10,67.57749938964844,67.95249938964844,67.3324966430664,67.93499755859375,7666800.0
2020-02-11,68.19000244140625,68.49749755859375,67.98750305175781,68.0374984741211,7850800.0
2020-02-12,67.85749816894531,68.06749725341797,67.52999877929688,67.56500244140625,5836400.0
2020-02-13,67.56500244140625,68.96749877929688,67.56500244140625,68.86750030517578,7500400.0
2020-02-14,68.92250061035156,69.7699966430664,68.88500213623047,69.62999725341797,7354800.0
2020-02-18,70.0,70.8375015258789,69.59249877929688,70.51000213623047,9789600.0
2020-02-19,68.75499725341797,69.27999877929688,68.63749694824219,68.6675033569336,21134800.0
2020-02-20,68.98500061035156,69.28500366210938,68.32749938964844,69.25749969482422,10731600.0
2020-02-21,69.38249969482422,69.69000244140625,69.01750183105469,69.39749908447266,11030800.0
2020-02-24,68.69999694824219,69.65249633789062,68.48249816894531,68.48500061035156,9091600.0
2020-02-25,68.48500061035156,68.9749984741211,67.44999694824219,67.5824966430664,10285600.0
2020-02-26,67.23249816894531,68.32499694824219,67.0,67.36750030517578,9551600.0
2020-02-27,67.01000213623047,67.73249816894531,63.90250015258789,63.962501525878906,14604000.0
2020-02-28,62.037498474121094,63.477500915527344,60.77000045776367,63.189998626708984,27468400.0
2020-03-02,63.412498474121094,67.2249984741211,63.08250045776367,67.0875015258789,19305600.0
2020-03-03,67.27249908447266,68.57499694824219,65.72250366210938,66.2874984741211,15636000.0
2020-03-04,67.30000305175781,70.64250183105469,67.30000305175781,70.55500030517578,14713200.0
2020-03-05,69.26249694824219,69.96499633789062,68.11000061035156,69.04000091552734,12412000.0
2020-03-06,67.13999938964844,68.22750091552734,65.42500305175781,67.95500183105469,14556400.0
2020-03-09,63.6150016784668,66.58000183105469,63.6150016784668,65.31999969482422,15564400.0
2020-03-10,66.40750122070312,66.83000183105469,60.57749938964844,63.932498931884766,23743600.0
2020-03-11,62.29999923706055,62.30500030517578,59.63999938964844,60.314998626708984,19631200.0
2020-03-12,54.032501220703125,57.915000915527344,51.51250076293945,52.22249984741211,31668400.0
2020-03-13,55.01250076293945,55.497501373291016,49.09000015258789,55.38999938964844,31586400.0
2020-03-16,49.5,55.165000915527344,49.185001373291016,50.342498779296875,20240400.0
2020-03-17,51.3650016784668,56.86750030517578,51.0,55.439998626708984,21538000.0
2020-03-18,52.26499938964844,56.997501373291016,49.939998626708984,52.65999984741211,22198000.0
2020-03-19,52.502498626708984,55.407501220703125,50.1349983215332,51.775001525878906,17441200.0
2020-03-20,51.4375,52.474998474121094,46.71500015258789,47.9375,22482400.0
2020-03-23,46.66749954223633,47.14250183105469,43.70000076293945,45.415000915527344,23661600.0
2020-03-24,46.962501525878906,52.119998931884766,46.622501373291016,51.63249969482422,17900800.0
2020-03-25,51.41999816894531,55.0625,48.76750183105469,52.567501068115234,17794400.0
2020-03-26,52.724998474121094,58.54249954223633,52.650001525878906,57.775001525878906,14655200.0
2020-03-27,56.369998931884766,60.08000183105469,55.84749984741211,57.98749923706055,16184400.0
2020-03-30,59.32749938964844,62.057498931884766,58.59000015258789,61.502498626708984,16373600.0
2020-03-31,60.52750015258789,61.974998474121094,59.790000915527344,60.154998779296875,18899200.0
2020-04-01,57.7400016784668,57.997501373291016,53.2599983215332,54.557498931884766,13691200.0
2020-04-02,53.75,57.3849983215332,53.53499984741211,56.61249923706055,9234400.0
2020-04-03,55.9900016784668,57.14250183105469,54.3849983215332,55.40999984741211,8755600.0
2020-04-06,57.6974983215332,59.2599983215332,57.005001068115234,58.627498626708984,13267600.0
2020-04-07,60.087501525878906,60.247501373291016,57.040000915527344,57.122501373291016,10507200.0
2020-04-08,57.407501220703125,59.04750061035156,56.0099983215332,58.375,18290800.0
2020-04-09,58.959999084472656,62.717498779296875,58.845001220703125,61.31999969482422,19587600.0
2020-04-13,60.63999938964844,60.967498779296875,58.595001220703125,59.0525016784668,10757200.0
2020-04-14,60.462501525878906,61.244998931884766,59.592498779296875,60.595001220703125,11673200.0
2020-04-15,60.0099983215332,60.34749984741211,58.88249969482422,59.30500030517578,9990800.0
2020-04-16,59.994998931884766,60.1974983215332,58.91999816894531,59.369998931884766,10331200.0
2020-04-17,60.627498626708984,61.782501220703125,59.692501068115234,61.564998626708984,10952800.0
2020-04-20,61.36249923706055,61.82500076293945,59.27750015258789,59.40250015258789,8714400.0
2020-04-21,58.76750183105469,59.54249954223633,57.76499938964844,58.85499954223633,10622000.0
2020-04-22,59.48249816894531,62.17499923706055,59.48249816894531,61.79249954223633,11759600.0
2020-04-23,61.59749984741211,61.9375,60.032501220703125,60.28499984741211,9360400.0
2020-04-24,60.432498931884766,60.48749923706055,58.98749923706055,59.92499923706055,8029200.0
2020-04-27,60.52750015258789,61.58000183105469,60.35749816894531,60.900001525878906,8457600.0
2020-04-28,61.564998626708984,61.724998474121094,59.525001525878906,59.82500076293945,8464800.0
2020-04-29,60.497501373291016,60.584999084472656,58.3224983215332,58.782501220703125,9901600.0
2020-04-30,58.46500015258789,58.474998474121094,57.224998474121094,57.779998779296875,17934800.0
2020-05-01,57.477500915527344,57.505001068115234,56.25,56.76250076293945,9168000.0
2020-05-04,56.75,57.79249954223633,56.23500061035156,57.522499084472656,9077200.0
2020-05-05,57.84000015258789,58.63750076293945,57.34749984741211,57.525001525878906,8042000.0
2020-05-06,57.72999954223633,57.790000915527344,55.654998779296875,55.665000915527344,7377600.0
2020-05-07,56.29999923706055,57.147499084472656,55.69499969482422,56.119998931884766,8692000.0
2020-05-08,56.84749984741211,57.657501220703125,56.435001373291016,57.432498931884766,11308800.0
2020-05-11,56.6974983215332,57.06999969482422,56.02750015258789,56.845001220703125,7854400.0
2020-05-12,57.04999923706055,57.35749816894531,56.317501068115234,56.98249816894531,9565200.0
2020-05-13,56.709999084472656,57.63249969482422,56.5,57.529998779296875,14076800.0
2020-05-14,56.942501068115234,58.33250045776367,56.8224983215332,58.057498931884766,11595600.0
2020-05-15,57.50749969482422,57.720001220703125,55.80500030517578,56.962501525878906,20232400.0
2020-05-18,58.48500061035156,59.224998474121094,58.122501373291016,58.86249923706055,9123200.0
2020-05-19,58.47999954223633,58.682498931884766,57.6150016784668,57.625,6532800.0
2020-05-20,58.07500076293945,59.057498931884766,57.70000076293945,58.1974983215332,5847200.0
2020-05-21,58.17499923706055,58.369998931884766,57.01750183105469,57.224998474121094,8308400.0
2020-05-22,57.20750045776367,58.502498626708984,56.787498474121094,58.462501525878906,5990000.0
2020-05-26,59.084999084472656,59.599998474121094,58.45000076293945,58.57749938964844,7658800.0
2020-05-27,59.4375,60.310001373291016,58.73500061035156,60.282501220703125,12343600.0
2020-05-28,61.099998474121094,63.01499938964844,60.90999984741211,62.84000015258789,12416000.0
2020-05-29,62.52750015258789,64.12750244140625,62.375,63.88999938964844,15309600.0
2020-06-01,63.522499084472656,64.5824966430664,62.8125,63.912498474121094,6655600.0
2020-06-02,63.89250183105469,65.0824966430664,63.432498931884766,64.1500015258789,10640000.0
2020-06-03,64.54750061035156,65.56500244140625,64.17500305175781,64.8949966430664,7303200.0
2020-06-04,64.41500091552734,65.13749694824219,62.02000045776367,62.97249984741211,12012400.0
2020-06-05,63.04499816894531,64.63999938964844,62.502498626708984,63.595001220703125,12370800.0
2020-06-08,63.26499938964844,65.18499755859375,62.64250183105469,65.12000274658203,8149200.0
2020-06-09,64.77749633789062,64.7874984741211,63.51499938964844,64.6675033569336,7990400.0
2020-06-10,64.70249938964844,65.2249984741211,63.89250183105469,64.19750213623047,6674400.0
2020-06-11,63.71500015258789,63.7400016784668,61.467498779296875,62.08250045776367,9718400.0
2020-06-12,62.942501068115234,63.029998779296875,61.060001373291016,61.727500915527344,8356800.0
2020-06-15,61.18000030517578,62.73249816894531,60.33250045776367,62.14250183105469,8404400.0
2020-06-16,63.380001068115234,63.41999816894531,61.66749954223633,62.04249954223633,8056800.0
2020-06-17,62.497501373291016,62.75,61.4275016784668,62.25,6767600.0
2020-06-18,62.04999923706055,62.47999954223633,61.587501525878906,62.23249816894531,6386800.0
2020-06-19,62.875,62.90999984741211,60.5525016784668,60.5525016784668,14452800.0
